trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
openness_mean_z,san_antonio_texas,rho,-0.23232727209720666,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,CONSTANT,-48.63684592676279,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_greenery_z,0.4838560793809938,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_open_space_z,0.42249449146409895,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_building_z,0.7121769212074024,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_road_z,-0.16775051413175168,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_active_infra_z,1.0280112787334528,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_active_presence_z,-0.2933959020715418,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_vehicle_presence_z,-0.10286635445696655,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_physical_boundaries_z,0.08475354396314569,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_symbolic_us_flag_z,0.09643834767746923,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,env_surveillance_cctv_z,-0.15940073745679723,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,visual_complexity_mean_z,-0.02964285377594501,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,us_census_male_share_z,-0.48247501671803283,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,us_census_age_15_29_share_z,0.9574918925354259,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,us_census_age_30_44_share_z,0.28044226980788306,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,us_census_age_45_59_share_z,0.7182567062640927,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,us_census_age_60_plus_share_z,-0.055567739055651946,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,us_census_population_density_km2_z,-0.12179707820184668,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,acs_median_income_z,406.40836509485774,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,acs_racial_diversity_z,0.10211529574302643,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
openness_mean_z,san_antonio_texas,W_openness_mean_z,-0.23232727209720666,,,,57,-48.75057070708691,0.00401604969318369,0.41,city_only
