trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
conscientiousness_mean_z,austin_texas,rho,0.09436648083333861,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,CONSTANT,-2.223299953394677,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_greenery_z,-0.7403927150366176,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_open_space_z,-0.48728578830308744,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_building_z,0.11405083664147611,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_road_z,0.14152686944014115,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_active_infra_z,0.1438074384093796,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_active_presence_z,-0.013711462136207365,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_vehicle_presence_z,0.16393891972381072,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_physical_boundaries_z,-1.7646596092853222,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_symbolic_us_flag_z,-0.41309420059223717,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,env_surveillance_cctv_z,-0.37885466870225576,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,visual_complexity_mean_z,0.22865502503609614,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,us_census_male_share_z,0.6242940911127013,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,us_census_age_15_29_share_z,-0.6416672249039094,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,us_census_age_30_44_share_z,-0.5160244968361429,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,us_census_age_45_59_share_z,-0.33660419027661315,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,us_census_age_60_plus_share_z,-0.17122573176704428,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,us_census_population_density_km2_z,-0.10582883124895856,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,acs_median_income_z,0.2785622480080096,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,acs_racial_diversity_z,-0.3729746416579013,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
conscientiousness_mean_z,austin_texas,W_conscientiousness_mean_z,0.09436648083333861,,,,52,-42.15671643579252,0.04313703459434708,0.229,city_only
