trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
neuroticism_mean_z,austin_texas,rho,-0.12728133961669014,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,CONSTANT,1.460084143808222,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_greenery_z,0.16832700238604276,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_open_space_z,1.1751251644390273,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_building_z,-0.36526911681850416,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_road_z,0.0009216766873239267,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_active_infra_z,0.5152757382729493,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_active_presence_z,-0.3231689656620924,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_vehicle_presence_z,0.012448560627686466,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_physical_boundaries_z,-0.07546310178724681,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_symbolic_us_flag_z,0.4581982557930034,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,env_surveillance_cctv_z,0.2145994887917397,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,visual_complexity_mean_z,1.0464684074622979,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,us_census_male_share_z,-0.336102335191045,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,us_census_age_15_29_share_z,0.18814275723192353,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,us_census_age_30_44_share_z,-0.00840600878669472,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,us_census_age_45_59_share_z,-0.18744651535085352,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,us_census_age_60_plus_share_z,0.32305278047296127,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,us_census_population_density_km2_z,-0.0904863903591817,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,acs_median_income_z,-0.09655027363004734,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,acs_racial_diversity_z,0.20525742485460785,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
neuroticism_mean_z,austin_texas,W_neuroticism_mean_z,-0.12728133961669014,,,,52,-48.710745043415784,-0.08428134458438927,0.212,city_only
