trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
conscientiousness_mean_z,houston_texas,rho,0.26215847414333926,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,CONSTANT,51.01036654389325,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_greenery_z,-0.47714227004666865,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_open_space_z,-0.5977841323335186,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_building_z,-0.36301675007267364,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_road_z,-0.45089808924028724,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_active_infra_z,0.1243537736043438,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_active_presence_z,-0.08859415317692151,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_vehicle_presence_z,0.0720517689485567,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_physical_boundaries_z,-0.09256216313377601,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_symbolic_us_flag_z,-0.07470909687584532,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,env_surveillance_cctv_z,0.14856134747987618,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,visual_complexity_mean_z,0.2938821700340162,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,us_census_male_share_z,-0.03584095539922157,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,us_census_age_15_29_share_z,-0.1313040508633277,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,us_census_age_30_44_share_z,-0.12354594320291767,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,us_census_age_45_59_share_z,-0.4836727187848465,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,us_census_age_60_plus_share_z,-0.08919341314792707,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,us_census_population_density_km2_z,-0.4277159691543071,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,acs_median_income_z,-417.83559708175795,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,acs_racial_diversity_z,0.03231754482154087,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
conscientiousness_mean_z,houston_texas,W_conscientiousness_mean_z,0.26215847414333926,,,,94,-111.59304952707133,0.08659240383318596,0.081,city_only
