trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
openness_mean_z,austin_texas,rho,0.1125310811689093,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,CONSTANT,-1.2261730992627513,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_greenery_z,-0.5576439154665591,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_open_space_z,-1.5841316029251107,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_building_z,0.1470501325858758,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_road_z,-0.35468522729052776,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_active_infra_z,-0.6927271418829604,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_active_presence_z,-0.2950774788548863,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_vehicle_presence_z,0.5139291923909044,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_physical_boundaries_z,-1.3187900294970063,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_symbolic_us_flag_z,-0.5823452527797797,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,env_surveillance_cctv_z,-0.26019174690134345,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,visual_complexity_mean_z,0.1558311695021208,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,us_census_male_share_z,0.5089320155903788,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,us_census_age_15_29_share_z,0.006000410096302124,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,us_census_age_30_44_share_z,0.025124270316676703,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,us_census_age_45_59_share_z,-0.04302891191270576,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,us_census_age_60_plus_share_z,0.058705248943309696,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,us_census_population_density_km2_z,-0.43710636965250177,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,acs_median_income_z,-0.10533037986842536,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,acs_racial_diversity_z,-0.1278731316688541,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
openness_mean_z,austin_texas,W_openness_mean_z,0.1125310811689093,,,,52,-42.661100835283996,0.012426243392934268,0.341,city_only
