trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
neuroticism_mean_z,dallas_texas,rho,-0.6947885116548081,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,CONSTANT,-77.88792803587562,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_greenery_z,0.27448839415806076,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_open_space_z,0.0009460377440192042,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_building_z,0.1989345533939514,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_road_z,-0.5478856286597709,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_active_infra_z,0.4677383355133989,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_active_presence_z,-0.07398817187190934,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_vehicle_presence_z,0.935836187662414,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_physical_boundaries_z,-0.052998420168056753,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_symbolic_us_flag_z,-0.4795710428853152,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,env_surveillance_cctv_z,-0.9411922823993114,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,visual_complexity_mean_z,-0.3597637770640042,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,us_census_male_share_z,-0.051165935662164014,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,us_census_age_15_29_share_z,-1.1154263638855737,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,us_census_age_30_44_share_z,-0.5263253223642179,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,us_census_age_45_59_share_z,-0.3683250048284561,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,us_census_age_60_plus_share_z,-0.7054816097876581,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,us_census_population_density_km2_z,0.22632903859086165,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,acs_median_income_z,627.3585219245097,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,acs_racial_diversity_z,0.1649990707297312,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
neuroticism_mean_z,dallas_texas,W_neuroticism_mean_z,-0.6947885116548081,,,,49,-53.57672936865168,-0.263061576764001,0.003,city_only
