trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
conscientiousness_mean_z,overall,rho,0.25573122298036355,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,CONSTANT,-0.14970882611999034,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_greenery_z,-0.3263617467450637,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_open_space_z,-0.36601302368127364,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_building_z,-0.2092477450026523,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_road_z,-0.10280406199701876,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_active_infra_z,0.08588398086108345,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_active_presence_z,-0.07051018875407292,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_vehicle_presence_z,-0.09144859197287541,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_physical_boundaries_z,-0.1407423810264053,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_symbolic_us_flag_z,-0.10162932270847976,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,env_surveillance_cctv_z,-0.06825623146014652,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,visual_complexity_mean_z,0.12055708617182281,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,us_census_male_share_z,0.12048802861703141,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,us_census_age_15_29_share_z,0.049668364486730336,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,us_census_age_30_44_share_z,-0.08952619564055102,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,us_census_age_45_59_share_z,-0.12807206400703464,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,us_census_age_60_plus_share_z,-0.0548152337899971,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,us_census_population_density_km2_z,-0.16414032783888055,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,acs_median_income_z,0.07260910566973723,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,acs_racial_diversity_z,0.01767670620229139,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,city_austin_texas,-0.43480099171096476,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,city_dallas_texas,0.5596533976647422,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,city_houston_texas,0.347726904130741,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
conscientiousness_mean_z,overall,W_conscientiousness_mean_z,0.25573122298036355,,,,252,-327.56407986001796,0.1304582046777969,0.001,pooled+cityFE
