trait,level,variable,coefficient,se,z,p,n,logll,moran_I_resid,moran_p_sim,x_spec
agreeableness_mean_z,dallas_texas,rho,0.3608600621772025,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,CONSTANT,-52.72764605343269,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_greenery_z,-0.38031972864504315,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_open_space_z,0.29323067836004424,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_building_z,0.0765531893315613,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_road_z,-0.08125234034254082,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_active_infra_z,0.16620530099277311,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_active_presence_z,-0.3588903556590799,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_vehicle_presence_z,-0.6518046657228301,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_physical_boundaries_z,-0.4198621435124398,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_symbolic_us_flag_z,0.001457773244613613,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,env_surveillance_cctv_z,-0.26682355643409067,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,visual_complexity_mean_z,0.14509657200220155,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,us_census_male_share_z,-0.1730899639633151,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,us_census_age_15_29_share_z,0.40266810299709316,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,us_census_age_30_44_share_z,0.010832062216689108,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,us_census_age_45_59_share_z,0.49691937078647663,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,us_census_age_60_plus_share_z,0.12084746543272247,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,us_census_population_density_km2_z,0.02596939599360315,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,acs_median_income_z,438.7439980846827,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,acs_racial_diversity_z,0.4727779155318964,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
agreeableness_mean_z,dallas_texas,W_agreeableness_mean_z,0.3608600621772025,,,,49,-37.68324803763092,0.0396778151593041,0.236,city_only
