trait,level,term,coef,se,t,p,n,r2,adj_r2,x_spec
extraversion_mean_z,overall,const,-0.27125379160456015,0.16296437836479488,-1.6644974461680209,0.09601306099688159,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_greenery_z,-0.023923650026019802,0.15355721276066267,-0.15579632891167203,0.8761935643959463,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_open_space_z,-0.18939669761711117,0.1703767873360241,-1.1116343991366338,0.2662953760001332,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_building_z,0.29860090882810286,0.15807174563556406,1.8890213910620697,0.05888896246564971,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_road_z,0.30917398158354636,0.1696328243123066,1.8226070504747014,0.06836292702983209,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_active_infra_z,-0.008349448068543142,0.09734020024356109,-0.0857759491726076,0.9316445257793042,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_active_presence_z,-0.12606323828385876,0.11880620965676955,-1.0610829067609742,0.2886522252657918,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_vehicle_presence_z,-0.14676211290010258,0.08300303143037618,-1.7681536489809795,0.07703522060343675,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_physical_boundaries_z,0.07602989041853554,0.13036804371930533,0.5831942265102563,0.5597625573522823,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_symbolic_us_flag_z,-0.051619964537342,0.07175525263202708,-0.7193893498230409,0.47190105705356766,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,env_surveillance_cctv_z,-0.19710444062922705,0.09687445674622959,-2.0346378937180307,0.04188732155519631,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,visual_complexity_mean_z,0.08676578339639082,0.18322023032454984,0.47356006071325735,0.6358136619705952,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,us_census_male_share_z,-0.03841892815449993,0.12236687603156791,-0.31396509742218726,0.753547547566999,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,us_census_age_15_29_share_z,0.11538285318204339,0.17436586656734088,0.6617284417732183,0.5081452735156016,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,us_census_age_30_44_share_z,-0.038541799415250266,0.12292142608659054,-0.313548261212817,0.7538641606199984,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,us_census_age_45_59_share_z,0.06333747723922246,0.11326972735922088,0.5591739180086089,0.5760430315532903,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,us_census_age_60_plus_share_z,-0.07281142749593368,0.14493990852356492,-0.502355964189778,0.6154171490782148,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,us_census_population_density_km2_z,-0.13957849511875228,0.104962751155215,-1.3297907455983962,0.1835872259160577,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,acs_median_income_z,0.3220922303446616,0.14894513496710893,2.1624890965105252,0.030580496632272764,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,acs_racial_diversity_z,-0.16163428040909122,0.08547054366723734,-1.8911109427170878,0.058609536085212195,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,city_austin_texas,-0.29369672241464706,0.20538386755990581,-1.4299892484446588,0.15272010489143353,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,city_dallas_texas,0.6117207574907287,0.30019626868532495,2.0377360457199867,0.04157633729453995,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,overall,city_houston_texas,0.4777771614572094,0.2412632863561723,1.9803144053665762,0.047668211115080725,254,0.19075284742768828,0.11368169003984896,pooled+cityFE
extraversion_mean_z,austin_texas,const,-1.2879985856266427,0.741064128955145,-1.7380393076678018,0.08220388784709076,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_greenery_z,0.05286771935404147,0.40514292230316484,0.13049152889922885,0.8961775557979416,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_open_space_z,-0.6606624705734099,0.42406705828002145,-1.5579198093174191,0.1192522587177419,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_building_z,0.27659823651319626,0.6042150868916977,0.45778108245545185,0.6471097282300544,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_road_z,0.3384716522852158,0.28664070906049915,1.1808219892931435,0.23767344673691615,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_active_infra_z,-0.3058920013361305,0.5546940365208062,-0.5514607715178793,0.5813178510793058,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_active_presence_z,0.40605004622520197,0.4173131079779344,0.9730105248615196,0.33054807122021,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_vehicle_presence_z,-0.28617248872285794,0.25105231249483506,-1.1398918650818857,0.25433135459404654,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_physical_boundaries_z,0.2044612546480804,0.799544398833577,0.25572220247726163,0.7981653499637208,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_symbolic_us_flag_z,-0.24484614473524924,0.32524927384015145,-0.7527953616756804,0.45157289446279003,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,env_surveillance_cctv_z,-0.24377682675143908,0.8359747528750088,-0.2916078815933901,0.7705864485962268,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,visual_complexity_mean_z,-0.5395969701651444,0.7159460811698202,-0.7536838099364548,0.45103910574019035,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,us_census_male_share_z,0.0498807223333001,0.3552490355786269,0.14041057775724783,0.8883356008049934,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,us_census_age_15_29_share_z,-0.0277071514937123,0.48736000368485527,-0.056851508708598814,0.9546634822390082,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,us_census_age_30_44_share_z,0.03975152362428602,0.40977161066198475,0.09700897424315842,0.9227192676505293,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,us_census_age_45_59_share_z,-0.03391934034529037,0.2929454431035969,-0.11578722640616457,0.9078211742709217,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,us_census_age_60_plus_share_z,-0.4789067470405182,0.26441224205522657,-1.8112124586897576,0.07010797039431166,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,us_census_population_density_km2_z,-0.2383353218019177,0.36715485526092195,-0.6491411413653853,0.5162471516258804,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,acs_median_income_z,0.7353159827584047,0.2675770155805008,2.7480536067836674,0.0059950206524650735,52,0.4737704889721944,0.16132171679943486,city_only
extraversion_mean_z,austin_texas,acs_racial_diversity_z,-0.2175402395775607,0.21871226115516657,-0.9946412625820993,0.31991077142812585,52,0.4737704889721944,0.16132171679943486,city_only
